37,78-5729
3804,59-4672
10028,78-5590
9839,76-3702
14767,72-5931
9410,61-1284
1445,77-8320
14395,60-0783
15087,95-1120
1036,46-4162
2413,74-9171
5221,76-9713
19011,98-2371
17248,43-1102
12587,71-5759
15520,77-9608
13008,54-3444
11171,54-8020
18847,63-7060
3879,97-9039
7239,99-0728
1349,91-8419
10499,85-5036
13436,43-3869
4194,82-1440
18381,48-9813
7253,60-3739
14781,56-8716
18406,52-7692
7216,90-9085
9089,82-0069
8962,57-5439
16343,48-4586
8327,56-6247
17865,96-0193
3146,48-5782
3046,62-6982
287,66-7345
13495,58-9422
14829,64-5212
14683,64-1274
601,85-7111
970,60-3280
10913,83-0804
17795,60-1909
8179,90-5983
6588,95-0576
39,67-5582
8590,61-1033
11832,86-1493
513,96-6035
7733,95-0526
624,67-4538
673,53-4602
15265,76-4934
2065,45-5147
7185,57-2400
9593,83-0117
8309,83-2063
9612,79-5800
3137,64-5104
19162,81-4115
15768,75-4916
19544,72-3676
6997,50-3311
12617,75-5648
13887,87-7495
12320,53-2242
18718,47-8483
15216,91-3942
170,71-0891
8393,96-1035
3557,86-1460
1964,99-9920
8436,98-0863
18440,52-5233
5247,78-6044
6773,61-9109
14533,59-3366
1810,45-7209
17600,99-5950
732,43-9323
18822,93-4534
4196,74-0910
3876,65-7760
3267,73-5387
13470,47-7936
5263,54-4388
5642,45-1589
9371,75-6872
2205,78-9593
8523,63-0772
13755,90-6274
1284,83-3050
6411,62-9737
18391,55-2910
17970,57-5795
14129,72-2133
15926,60-0024
8090,46-8209
6229,99-1260
5898,75-3160
1540,58-8263
1035,93-4957
12373,99-6995
2331,55-8677
1017,92-1756
6854,49-0055
13988,82-8427
2773,82-6483
13306,99-6406
12491,80-3591
1697,92-1951
12841,85-2167
4324,96-7014
690,44-0910
2953,94-9333
12069,84-1969
9917,78-3006
15525,43-4147
18801,90-7058
6318,44-2681
4274,93-6169
15725,64-3530
10197,87-1464
18882,68-5856
3346,74-6875
1325,81-5135
11024,90-6858
2634,73-1542
19028,85-6369
18047,53-5666
2100,45-9216
11621,95-3603
3546,99-3544
22,56-5642
10359,71-6952
15758,89-2265
7231,87-6692
19207,63-6602
5489,69-5623
1705,80-2203
14822,75-7061
13888,65-8266
19456,92-7294
1682,46-1751
2430,86-3774
5166,43-4797
1198,65-4477
8073,81-5300
19528,92-9109
9066,74-6378
11572,59-3230
12300,74-4203
18769,59-0901
6287,52-3891
9736,81-6355
9308,85-7728
2701,70-2637
14775,81-1568
8134,60-0327
14595,99-7531
8400,45-4059
9010,66-9712
8918,52-6053
9273,93-9499
9158,88-0815
3308,76-7472
793,91-2523
162,98-0486
17902,96-0053
478,85-1726
8849,83-0342
6382,56-6598
2162,47-1894
6302,67-9050
15672,53-8286
3223,93-2770
8643,90-9319
17626,99-8198
17607,67-0441
7800,82-2726
3095,72-8349
1677,57-2698
1098,84-6803
11601,55-9456
12168,74-4268
6240,73-4357
4056,52-7855
15154,55-4518
6640,47-4978
13983,89-0868
9109,56-8715
4901,49-0845
11743,49-1411
8505,58-9080
15998,56-7668
10228,51-0705
11752,45-9190
16545,89-7522
16899,90-2493
9725,58-4640
11579,75-8361
11367,92-7161
2630,79-4039
14418,65-7538
2392,78-2692
5389,62-1867
10303,76-2600
17575,55-2852
15063,97-3189
381,48-1057
11045,58-0274
15508,82-9335
3786,95-9092
12552,84-6709
10180,74-9311
16274,70-3043
11140,59-0925
6423,51-1613
16066,78-0916
12581,84-4630
8190,88-6502
44,94-1376
17497,87-8671
17909,71-7257
18874,79-5958
16495,50-8436
11435,48-9119
483,52-2705
8115,56-9511
16815,69-6859
10087,53-3829
14586,68-1248
1760,67-6023
9818,60-6174
6204,60-4886
13184,74-2705
9009,97-1262
11230,74-5594
11772,62-4982
19135,43-2124
11414,64-5914
10959,70-7489
4977,65-6931
4509,60-8963
18921,48-1696
10999,96-1391
18231,94-5094
8423,69-4123
5425,68-5540
14058,92-0813
3788,94-8384
19405,93-3083
3578,57-7358
6964,64-3115
3317,72-5780
3521,46-2891
7686,50-9456
8339,78-6089
8589,56-5741
4779,81-4947
1023,87-3072
9693,89-2605
17349,44-8902
11385,65-8670
3216,53-6945
4597,93-7583
19268,98-6990
17901,77-7169
14953,61-0850
1121,78-1843
11450,72-5120
3731,81-6628
11835,66-6183
3440,96-7362
15909,69-7605
759,73-9387
3344,69-9851
5111,82-4463
19459,67-3424
19305,54-1875
14290,79-9248
18906,91-4532
3108,77-3595
17052,80-6288
16453,98-5845
12192,46-4373
9645,52-5452
4470,93-2351
8064,84-4728
1761,70-2222
11344,48-5565
926,98-3032
9390,76-8490
9525,62-4696
9768,60-2829
17414,79-3386
13051,96-4868
10228,96-3183
9914,53-2164
5947,87-7889
17414,83-6040
1719,47-1782
1361,48-8007
14455,83-7610
19804,57-9908
9762,70-4816
2026,84-9198
13133,55-6713
14989,48-2565
16575,86-5554
5422,93-8750
6010,47-9685
17619,64-6265
7535,77-7478
5255,59-1224
5335,73-1182
18204,83-2935
16170,52-3957
11380,62-4271
3022,69-9862
19968,97-5982
19283,65-2353
15011,83-4364
17814,86-1392
4274,54-8897
10418,56-4714
12820,60-9746
6211,55-4534
5682,57-2697
5927,95-8410
5246,78-6851
18489,57-0353
16668,93-9507
15824,52-6927
7771,68-9872
867,87-0688
17357,72-1178
15864,66-1826
11367,92-3902
6880,47-5512
6055,62-2109
17748,79-7983
6043,86-4179
7606,59-2852
11618,60-2579
11537,56-6346
15964,67-4404
6665,93-4622
18582,93-7347
14965,78-2886
6379,58-7657
6749,78-3035
2483,85-4156
11321,80-4638
9785,75-3762
131,95-5901
1622,80-1455
15071,97-3847
6354,50-2517
1397,44-2957
9297,72-6840
15121,87-8677
7804,87-7804
6883,74-1301
9247,74-7448
11114,57-1666
2926,76-8674
10166,50-7330
12250,69-2627
10013,86-8747
19270,70-5783
15670,85-2367
10263,55-9446
546,67-8685
1740,85-9401
15484,61-1777
10686,74-0276
16917,98-2241
19011,48-1026
11866,47-7085
7956,94-2808
11704,59-9872
1884,44-8471
2939,52-8366
7762,84-7131
17391,95-1118
14994,86-2837
3917,44-7569
14451,92-2731
15883,55-3760
3433,90-6308
12227,69-4398
552,67-1104
4353,71-9721
16594,82-7071
3079,52-5255
9115,69-3028
5581,64-0489
12549,75-8349
9558,59-4376
17743,61-4648
5615,98-9935
9744,87-4746
14172,96-6049
10651,52-3830
13696,57-0730
6912,83-3345
11313,78-8541
11609,43-7639
8695,81-2835
16797,86-5854
19154,58-1993
4034,71-6689
6642,86-4327
1201,87-8553
14478,73-6434
8402,78-0563
18304,50-9584
12434,80-0686
5155,45-9781
2702,64-0576
13292,64-9981
13219,60-0376
5424,93-9681
8426,98-3039
18565,43-3195
8945,81-5599
14599,77-0577
19702,69-8761
5874,57-7601
16813,67-2976
893,91-7341
16185,70-7356
9338,85-8113
7789,64-2537
9770,85-1714
9049,56-3854
16012,86-7100
10414,66-2703
16384,97-3683
3102,67-0436
14821,65-6182
6954,91-8009
12108,57-1067
12928,65-1604
17559,81-0554
5288,79-7810
16478,74-6920
10438,84-9373
19049,88-6741
17906,50-5336
7357,45-5508
14148,81-1131
7199,97-3405
8393,70-9171
2998,48-8556
8062,90-7395
12562,83-8508
19928,55-2097
5073,47-4634
14702,55-8837
15332,59-1146
17675,74-8692
13388,83-6613
11537,95-7161
16101,82-5664
3185,71-4674
15046,50-5385
1038,71-4213
12402,53-0195
10879,45-3654
11822,87-7710
3373,62-8094
13800,55-8242
12458,50-2406
4745,76-3442
8580,65-8043
4173,85-8210
13742,67-7900
14287,53-2424
19400,54-2527
3642,92-2295
13044,95-0553
9384,49-3938
10766,96-2591
18657,58-6810
4650,86-9453
4257,71-0160
9403,61-3809
15581,61-5437
5883,85-8508
7615,49-4786
7831,80-3830
7714,48-3484
12539,63-7305
13369,71-3970
18426,89-5325
8468,93-0729
15902,70-1068
4170,70-0563
3157,64-3450
15897,92-6778
9378,82-5576
7017,51-8603
14516,89-3010
13968,43-8249
4345,74-4222
6921,43-8527
15204,46-9601
17157,88-5343
2143,46-8006
3197,88-3848
15628,82-1329
16880,54-4647
822,86-1465
3417,65-9751
12263,59-3791
16852,69-4668
3643,89-5852
591,86-2481
193,47-5383
10470,85-3877
16954,66-2195
2542,46-1382
1685,64-2817
599,49-9858
10988,45-5429
18545,57-7870
10530,95-6499
10705,88-2376
4935,61-6488
1436,68-0207
14711,81-3963
14652,82-3038
2766,50-9298
12852,63-9137
13577,84-5363
17864,67-5410
8519,89-7535
1787,90-9440
7713,96-8333
11628,87-4184
14607,53-9935
16258,77-6175
11633,81-3194
6698,94-9937
11586,69-1984
2195,91-7048
15086,87-7628
10696,75-0480
11390,64-5868
3338,58-5335
9083,67-8763
17168,70-1232
12708,44-7887
2752,48-8927
19605,52-5073
12263,72-5597
12716,44-2456
18318,51-6716
2290,62-1484
1795,86-4854
18919,51-5294
10186,48-7813
10445,67-1433
11940,97-0943
7486,92-8475
11950,76-4225
8603,87-7264
6795,53-1294
15402,64-4890
9909,93-5479
10929,72-7782
6999,60-3507
9005,87-6426
9433,72-2846
11293,52-3073
2887,55-7788
12680,57-2235
300,64-3141
12367,77-0720
16863,67-1441
4167,56-5552
12087,65-7702
6320,91-3997
73,64-9243
15845,98-7670
18976,98-3518
3730,65-2273
301,99-1206
12061,81-3595
2882,86-3825
1344,98-6136
1614,84-2445
12327,70-1459
19076,91-1881
8101,58-4109
17056,63-3911
13751,86-9592
15978,65-7762
19172,94-1020
15902,83-0996
7517,79-9527
3951,91-5472
7810,46-4136
17100,67-7687
5291,94-4257
4575,84-9688
19729,49-7477
11404,68-8047
3529,66-9186
14709,94-2659
6761,72-4686
11363,51-6134
11876,81-4381
5241,51-2617
1525,75-3887
6107,87-6481
13658,61-8236
2257,72-1364
11992,86-7682
19499,44-2365
5053,90-3010
3291,53-1007
9259,63-9082
11075,76-0996
4457,58-5873
5826,57-6463
18939,76-7949
10357,96-1523
17418,85-8411
17590,44-1080
6285,59-1592
14920,44-7318
18544,81-2403
17874,55-8966
17847,66-4924
4421,84-3044
9113,77-8150
17996,52-2091
7476,71-4483
10320,90-9183
19711,86-4216
19968,55-8997
13901,94-7681
11702,56-6027
1750,90-9687
7899,61-8316
3155,63-0243
9153,72-7662
16021,59-2138
19703,83-5680
2853,92-7129
3085,55-1757
7614,48-1927
17204,46-2710
1707,96-5925
12037,97-3363
5717,90-6326
11518,62-9744
8674,48-3928
10587,46-2353
10286,57-4713
18995,81-2680
19787,54-0927
10936,85-9719
4862,51-8132
11204,68-8166
3706,72-3362
17378,77-8407
8772,48-6770
14318,50-1777
12329,51-4619
5884,62-0600
2574,59-7885
7195,74-0961
5367,90-6704
6797,67-5695
12380,99-6697
16427,72-4215
17646,62-1753
8961,61-9161
5744,90-7986
14643,52-7111
3511,92-7492
271,76-9901
12317,73-2232
8064,48-2547
4927,89-3808
14603,62-6713
19279,70-7546
1464,75-1512
9610,49-7509
2024,62-3511
11250,69-8903
9917,82-4703
7950,45-0597
16309,44-1531
15008,73-4266
17979,94-2893
4867,87-7294
14775,87-8867
11094,67-2178
15342,60-3962
12172,97-7113
6711,94-3003
7661,88-9217
7830,86-8157
13997,82-3246
11831,78-4617
16717,48-2555
18934,90-3003
680,50-6392
10477,57-3909
18262,52-1340
10515,44-8142
10985,45-3738
17444,54-1030
1314,71-6339
4684,51-7222
9289,72-9731
16742,49-6848
10830,75-5844
8685,82-8787
10632,81-2618
6137,54-5815
12117,52-7798
17315,86-5195
17150,49-1302
13804,59-3140
8629,73-2991
17345,45-0393
16308,69-7777
4918,98-8709
1252,61-7949
3287,63-4062
3996,72-8633
5702,80-4682
18319,52-4531
6303,88-2699
7324,96-3109
12404,69-0481
17622,57-2091
13834,78-2809
12422,48-8222
8192,78-2750
5611,73-5489
11332,94-2985
2855,98-6839
14198,75-3640
18110,64-1704
13370,68-7545
13309,53-6334
3534,52-5701
266,74-8666
3869,87-7754
6329,70-7462
13122,86-1817
18611,76-0157
9272,48-2465
64,83-7378
18378,96-7240
17213,60-2356
2990,89-8910
9969,85-4761
17086,67-9500
4467,73-9005
12195,72-5679
1434,76-7967
12190,87-8320
3418,93-8690
6354,87-3680
8088,43-1775
4203,43-5177
13995,71-3728
5533,98-7686
19233,97-7436
6731,89-9154
15546,66-2874
17091,52-9321
2777,69-6420
1253,89-3157
3404,50-2095
16167,98-6552
8403,58-6077
10619,69-9390
11281,79-6328
2504,65-3528
3692,88-5030
12396,75-7056
17538,69-4097
19368,83-5543
1905,53-7930
8597,94-9643
7312,96-3938
2305,73-2614
16541,75-4195
5521,85-2767
8628,52-1751
7811,92-3814
6626,73-1461
19197,67-7304
11456,63-4149
5554,73-0668
14320,74-9704
3100,49-0916
6009,73-6735
17804,51-6327
17499,57-8137
9644,83-0348
19748,72-9647
17472,73-4448
17931,96-3107
12337,70-5971
19258,79-9211
4827,98-8036
13881,84-9770
1454,65-4528
6078,78-3597
3434,79-0970
18306,71-4843
4353,89-0470
12343,44-4008
5197,94-1823
7761,83-7649
13890,60-5860
9993,73-0883
522,84-1897
5482,46-1023
19369,71-3355
3989,84-7084
1138,77-4501
12520,55-4836
2850,86-4620
6403,65-1688
12748,67-0998
19739,65-4253
3509,59-2063
11906,78-9115
15069,90-1507
4907,79-1973
18250,76-7085
1134,60-2350
19940,99-6002
7310,69-8527
14884,87-9530
19082,77-4632
12297,99-6859
3651,48-9661
2599,45-7931
9361,97-3893
16118,54-9480
16902,58-5741
7184,87-8236
17074,65-3087
11267,80-2597
17978,91-4951
652,66-2396
19001,99-5061
6746,69-5412
12229,58-0722
16817,70-6082
4268,79-9128
3087,56-8130
17797,92-6686
2253,61-3004
8681,57-0206
1742,44-4376
4372,55-8489
15517,99-3637
17244,79-2481
5417,58-1715
2569,57-6621
2479,60-2419
7170,96-1754
16033,59-5954
9142,58-2664
8270,58-6370
18929,46-9474
350,50-1152
12184,90-3563
1463,43-9028
17065,47-1506
15715,77-6770
16072,81-5039
14449,79-3858
10130,84-1505
2869,87-8330
13690,44-9595
16439,97-7136
13383,67-9423
13534,56-5903
6302,84-0539
3356,82-8225
5103,61-0564
171,90-0410
4800,59-1439
13007,74-0645
18237,72-0446
11840,92-1867
657,78-7580
12672,99-0328
9984,97-9065
18785,81-1744
12917,87-4239
10552,49-4979
19663,43-7616
6897,70-5041
10196,95-9199
19614,51-0867
17335,59-7729
12221,89-8281
8102,65-9239
11530,74-8075
7285,80-8933
11340,79-0013
18916,98-0417
16564,86-7004
11101,95-5220
8250,72-5017
12953,75-9809
11992,45-8196
9815,68-8671
6988,66-0056
1743,74-1388
4589,51-4474
16005,53-8370
1372,86-0022
1084,79-8370
19893,98-1821
750,50-2298
5914,77-7499
3332,82-8363
11670,88-2171
7323,57-4702
14870,59-8864
9524,70-0659
15260,51-1977
5656,83-5742
8335,77-4797
2596,66-8819
17297,66-8540
7659,65-0318
10032,87-2628
2035,69-2602
13388,69-2955
18553,78-3877
4135,59-2500
923,91-1167
17530,86-5646
12399,95-7327
10337,50-4190
6203,89-8050
14030,83-1429
15068,57-2910
4944,47-4006
5179,86-2239
8922,67-1631
9457,51-7399
4108,67-9980
11055,63-6280
6702,87-5909
18745,64-2493
15548,64-0334
14339,95-8016
10660,98-7144
8955,84-9189
6732,73-4914
4863,59-6828
5367,99-1507
3414,81-5141
12749,78-3920
1985,98-8544
2785,72-8383
19530,51-5289
9064,52-8517
12970,58-4752
1054,55-3709
16489,76-9566
10978,95-8236
8191,67-1885
18784,72-9879
19945,68-2851
12627,80-5191
19432,70-4753
17186,80-5924
5591,89-5698
6883,61-6518
7782,70-8625
6832,90-2069
11931,67-3858
11169,93-5253
10068,75-4622
15898,96-7585
516,96-0635
16542,63-8596
4042,90-4099
5410,67-6095
15273,66-6497
8685,83-0041
3391,52-5627
