61-6453, Sat May 30 00:00:00 EEST 2009, rclOPO, 1.3389, 
63-4456, Fri Jan 18 00:00:00 EET 2008, ctESFt, 1.346, 
81-2040, Fri Jun 07 00:00:00 EET 2019, aYEuMm, 1.3655, 
62-9343, Wed Mar 16 00:00:00 EET 2011, sQYZIV, 1.3816, 
85-0421, Thu Jun 04 00:00:00 EET 2020, tDVRDK, 1.4175, 
69-3738, Thu Oct 31 00:00:00 EET 1991, LPQUqM, 1.4272, 
59-0185, Mon Sep 21 00:00:00 EET 2009, PJOUsj, 1.4303, 
47-7723, Fri Jun 30 00:00:00 EEST 2006, iFGDNJ, 1.4324, 
67-5875, Sun Jun 20 00:00:00 EEST 1993, GTMTvp, 1.4335, 
49-6477, Wed Jul 04 00:00:00 EET 2012, LxABXU, 1.4513, 
83-9898, Wed Aug 07 00:00:00 EEST 1991, DiFKBe, 1.4545, 
46-9356, Sat Nov 29 00:00:00 EET 2014, KCgNjl, 1.4634, 
47-1448, Thu Feb 13 00:00:00 EET 2014, YqbuHb, 1.4643, 
65-0557, Sat Mar 26 00:00:00 EET 2005, TjVKrG, 1.4836, 
81-6398, Thu Dec 19 00:00:00 EET 1996, xxvpCD, 1.5068, 
48-5961, Fri Sep 14 00:00:00 EEST 1990, dyskYI, 1.5099, 
66-6231, Wed Aug 21 00:00:00 EEST 1996, VvSWqK, 1.5147, 
49-3833, Sun Jun 19 00:00:00 EEST 1994, fxaMEE, 1.5189, 
98-5383, Tue Jan 15 00:00:00 EET 2019, tGVshU, 1.5215, 
45-2216, Sun Aug 07 00:00:00 EET 2011, pXsAfe, 1.525, 
80-5598, Sun Feb 03 00:00:00 EET 2013, hWJLNc, 1.5586, 
55-8777, Sun Aug 27 00:00:00 EEST 2000, rhxrPk, 1.5642, 
51-8028, Sat Jul 14 00:00:00 EEST 2007, fEXEnd, 1.5654, 
70-2159, Thu Oct 08 00:00:00 EET 2020, WVmBJy, 1.59, 
98-7822, Sat Nov 25 00:00:00 EET 2000, JrwDfM, 1.5913, 
61-5067, Mon Feb 26 00:00:00 EET 1990, UtPwqd, 1.5976, 
61-0114, Thu Jan 11 00:00:00 EET 2007, FAMWrQ, 1.5978, 
88-3930, Fri Aug 26 00:00:00 EEST 1994, tkXzDf, 1.6035, 
70-5510, Sun May 05 00:00:00 EEST 1996, amXWzl, 1.6254, 
55-1998, Sun Jul 27 00:00:00 EEST 2008, STFwAt, 1.6452, 
87-9387, Thu Jan 15 00:00:00 EET 2009, dFtotx, 1.6713, 
70-9296, Wed Oct 01 00:00:00 EET 2008, QnYgGh, 1.6748, 
58-1493, Sat Aug 08 00:00:00 EET 2020, ZIwapI, 1.6825, 
47-7780, Sat Jan 14 00:00:00 EET 1995, zyBPZd, 1.6848, 
47-2704, Fri Mar 16 00:00:00 EET 2018, yFYzvu, 1.6901, 
85-3107, Tue Sep 21 00:00:00 EEST 1993, SfhrSB, 1.6925, 
56-7974, Thu Jan 17 00:00:00 EET 2008, dSAtSa, 1.6927, 
61-3592, Tue Nov 08 00:00:00 EET 1994, naeqeW, 1.7284, 
81-5782, Mon Dec 19 00:00:00 EET 2005, DUnssd, 1.7366, 
80-1584, Thu Apr 18 00:00:00 EET 1996, siByAT, 1.7425, 
85-7268, Thu Sep 09 00:00:00 EEST 1993, iQsleK, 1.7452, 
50-9342, Sat Jul 10 00:00:00 EEST 1993, lYXcel, 1.7626, 
50-5957, Fri Nov 26 00:00:00 EET 2010, ITOwAC, 1.7995, 
63-9641, Wed Oct 11 00:00:00 EET 2000, ronGLh, 1.8014, 
76-8984, Thu Nov 14 00:00:00 EET 1991, ZAXuXm, 1.8079, 
90-2341, Fri Jun 03 00:00:00 EEST 1994, VyIEDy, 1.8228, 
99-7377, Wed May 01 00:00:00 EET 1991, xWilOW, 1.8304, 
70-6806, Tue Oct 11 00:00:00 EET 2016, vZEBzZ, 1.8344, 
57-2620, Wed Jun 17 00:00:00 EET 2020, zMrxsr, 1.8349, 
87-8113, Mon Dec 17 00:00:00 EET 2012, eVPhRZ, 1.8442, 
63-1068, Tue Jan 24 00:00:00 EET 2017, aboefP, 1.8597, 
62-4071, Mon Nov 30 00:00:00 EET 1992, eGdEWo, 1.8635, 
44-6520, Thu Jun 29 00:00:00 EET 2017, gMqPif, 1.866, 
79-7311, Sun Oct 14 00:00:00 EET 1990, ZjcWls, 1.8725, 
95-1725, Fri Jun 14 00:00:00 EET 2019, BnHnOQ, 1.8845, 
47-4509, Tue Dec 02 00:00:00 EET 2008, YuGSce, 1.8987, 
94-7578, Wed Aug 03 00:00:00 EET 2016, HqWRha, 1.9158, 
81-2459, Wed May 09 00:00:00 EEST 2007, HurrNy, 1.9177, 
76-9723, Sun Dec 19 00:00:00 EET 2010, zuvtip, 1.9439, 
93-8705, Sun Sep 19 00:00:00 EEST 1999, FYqLna, 1.9659, 
85-8518, Tue Dec 01 00:00:00 EET 1992, phIAAP, 1.967, 
61-6469, Sun Nov 26 00:00:00 EET 1995, nNysVb, 1.9804, 
69-2651, Sat Sep 05 00:00:00 EET 2020, kawmNs, 1.9829, 
50-1908, Sun Sep 14 00:00:00 EEST 2003, fptgyc, 1.9868, 
43-2401, Fri Jan 30 00:00:00 EET 2004, CXNmSC, 1.9934, 
88-1281, Sun Jul 18 00:00:00 EEST 2004, wcdmUA, 2.0001, 
88-0544, Thu Feb 21 00:00:00 EET 1991, mlUxtM, 2.003, 
49-1802, Fri Sep 05 00:00:00 EEST 1997, XDkViq, 2.0033, 
49-5546, Sun May 21 00:00:00 EEST 2006, ekkmjE, 2.0238, 
53-2274, Fri Apr 07 00:00:00 EET 2017, PoBLrw, 2.0548, 
54-8553, Tue Dec 05 00:00:00 EET 1995, BdTRhV, 2.0554, 
93-8649, Sat Nov 01 00:00:00 EET 2008, WGCVMf, 2.0581, 
55-4819, Sat Nov 19 00:00:00 EET 1994, OLYQpi, 2.0659, 
88-3185, Sun Mar 31 00:00:00 EET 2013, kLZSmC, 2.0789, 
47-8519, Sun Sep 10 00:00:00 EET 2017, rczRLU, 2.0854, 
61-9371, Sat Feb 12 00:00:00 EET 2005, AKLWTP, 2.0863, 
56-0688, Sun May 09 00:00:00 EEST 2004, lJCecv, 2.0908, 
79-5493, Wed Apr 14 00:00:00 EET 2004, jxAbjc, 2.0959, 
83-3108, Sun Nov 22 00:00:00 EET 2009, sKIFHJ, 2.1062, 
83-9614, Wed Jan 10 00:00:00 EET 1990, pJRkpO, 2.1173, 
65-2919, Mon Apr 16 00:00:00 EET 2018, xVtlPD, 2.1192, 
70-3626, Tue Jun 17 00:00:00 EEST 1997, UvjACZ, 2.1274, 
82-2184, Thu Mar 05 00:00:00 EET 1998, sQSKtY, 2.1275, 
96-7689, Sat Jul 22 00:00:00 EEST 2000, ptYhKY, 2.1744, 
81-3741, Sat Jan 24 00:00:00 EET 1998, swiVji, 2.1781, 
93-3650, Thu Sep 08 00:00:00 EET 2011, IUWuly, 2.1784, 
76-9417, Mon May 25 00:00:00 EEST 1992, XjPGXJ, 2.1821, 
52-5288, Fri Jun 27 00:00:00 EEST 2008, rqDaYh, 2.1996, 
95-8599, Thu Feb 01 00:00:00 EET 1996, MUZpfO, 2.2008, 
56-3631, Fri Sep 26 00:00:00 EET 2008, hhkhBl, 2.2292, 
54-2365, Thu Oct 18 00:00:00 EET 2001, fUAYXv, 2.2481, 
43-3817, Fri Jun 08 00:00:00 EEST 1990, FCOlnE, 2.2649, 
83-5357, Fri Aug 13 00:00:00 EET 2010, unLJSy, 2.2656, 
81-3635, Sat Nov 04 00:00:00 EET 2000, kIWGZm, 2.2753, 
60-5762, Thu Feb 21 00:00:00 EET 2013, dpbCfV, 2.2884, 
70-1021, Fri Oct 19 00:00:00 EET 2018, mMuBXS, 2.2932, 
70-1568, Thu Jun 13 00:00:00 EEST 2002, ZiGKvx, 2.2963, 
62-0228, Sat Mar 20 00:00:00 EET 2010, VSrvDm, 2.3108, 
49-6381, Fri Dec 21 00:00:00 EET 2012, VqpnkI, 2.315, 
61-6274, Fri Jan 01 00:00:00 EET 1999, sXgQad, 2.3207, 
89-5970, Sat May 18 00:00:00 EET 2013, mlKWiN, 2.3262, 
89-5649, Mon Aug 20 00:00:00 EEST 2007, fcdKsU, 2.3423, 
99-1696, Tue Sep 02 00:00:00 EEST 2014, GnQiTu, 2.3456, 
55-1651, Fri Jul 04 00:00:00 EEST 2003, WKHIYm, 2.348, 
63-1273, Thu May 31 00:00:00 EET 2012, rLtZZi, 2.3827, 
62-0446, Thu Dec 01 00:00:00 EET 2011, kSLatb, 2.3912, 
47-5521, Fri May 29 00:00:00 EEST 1992, BQTejQ, 2.3989, 
54-3822, Tue Nov 19 00:00:00 EET 2002, DKOoIk, 2.4022, 
67-2640, Mon Dec 12 00:00:00 EET 2016, iYCrGC, 2.4077, 
82-7652, Wed Dec 07 00:00:00 EET 2011, rAwSca, 2.4171, 
99-8917, Wed Mar 08 00:00:00 EET 1995, dxUPhw, 2.4174, 
66-5526, Tue Dec 04 00:00:00 EET 2018, MaVLhr, 2.4187, 
69-0704, Sat Dec 19 00:00:00 EET 2020, paPYUB, 2.4356, 
85-1699, Wed Jul 01 00:00:00 EET 2015, EzVaVn, 2.437, 
95-4977, Mon Sep 16 00:00:00 EEST 2002, XNyYti, 2.4386, 
53-4171, Thu Aug 29 00:00:00 EET 2019, cahVyT, 2.4515, 
94-8240, Sat Mar 19 00:00:00 EET 2016, TtRAeN, 2.4534, 
66-9599, Sat Mar 23 00:00:00 EET 2002, aJNutd, 2.455, 
51-2750, Fri Aug 25 00:00:00 EEST 2006, dyfhMM, 2.4714, 
99-3948, Wed Mar 03 00:00:00 EET 2010, cAKNly, 2.4757, 
62-9834, Wed Mar 08 00:00:00 EET 2000, qFsGVf, 2.48, 
85-7016, Sat Apr 02 00:00:00 EET 1994, VtsKtl, 2.4805, 
69-2768, Wed Sep 21 00:00:00 EEST 1994, sdsgeR, 2.4979, 
57-2344, Wed Dec 19 00:00:00 EET 1990, ZBeBfA, 2.509, 
81-4727, Mon Jul 06 00:00:00 EEST 1992, MOpiij, 2.536, 
44-5487, Tue Dec 27 00:00:00 EET 2005, AGgbEX, 2.5418, 
97-3638, Sun Feb 03 00:00:00 EET 2019, RqBJKU, 2.5436, 
56-6620, Fri Dec 05 00:00:00 EET 1997, kQDqhk, 2.5472, 
81-3376, Sun May 20 00:00:00 EEST 2001, NFTPzF, 2.5508, 
82-7657, Sat Oct 07 00:00:00 EET 1995, kDRuVX, 2.5539, 
64-2036, Thu Oct 01 00:00:00 EET 2009, hHWEjw, 2.5698, 
99-9411, Wed May 01 00:00:00 EEST 1996, CIOqEB, 2.5858, 
86-1968, Sun Nov 18 00:00:00 EET 2018, UOWJOI, 2.5859, 
71-8566, Tue Jul 17 00:00:00 EEST 2001, paODYa, 2.6021, 
72-0322, Sun Jan 21 00:00:00 EET 1990, YYLIkX, 2.624, 
77-3870, Mon Feb 10 00:00:00 EET 2003, hBOwrc, 2.6346, 
75-5233, Fri Nov 17 00:00:00 EET 1995, JiJLkh, 2.641, 
92-9559, Sat Feb 24 00:00:00 EET 1990, KQmVFk, 2.6446, 
70-1019, Sun Jun 02 00:00:00 EET 2013, pQlMCB, 2.6585, 
50-8029, Wed Apr 22 00:00:00 EET 1992, Oxovhb, 2.6597, 
79-0824, Sun Dec 09 00:00:00 EET 2018, URugAq, 2.6668, 
95-2427, Fri Sep 10 01:00:00 EEST 2010, bNFAHp, 2.6689, 
66-7722, Sat Jul 27 00:00:00 EET 2019, muelQr, 2.6763, 
82-9184, Tue May 05 00:00:00 EEST 1998, gRGrxH, 2.686, 
90-9635, Wed Sep 27 00:00:00 EET 2006, PnqHHN, 2.6911, 
60-6751, Sat Nov 28 00:00:00 EET 2015, hzfNFN, 2.7105, 
77-7449, Sun Aug 08 00:00:00 EEST 2004, tRgoYB, 2.7241, 
94-6642, Mon May 12 00:00:00 EEST 2003, cVKrvA, 2.7242, 
86-0877, Fri Oct 18 00:00:00 EET 2002, CfwBRn, 2.7256, 
57-4000, Wed Oct 04 00:00:00 EET 2000, ZocsJr, 2.7325, 
81-0671, Fri Jul 28 00:00:00 EEST 2000, qokioW, 2.735, 
84-8488, Thu Dec 12 00:00:00 EET 1991, oMIqKM, 2.7744, 
65-4838, Sun Aug 09 00:00:00 EET 2020, yvvevz, 2.7902, 
96-9138, Sat Nov 05 00:00:00 EET 1994, ALeFWF, 2.8014, 
63-8855, Sat May 01 00:00:00 EET 1993, GFOPYS, 2.8049, 
54-5923, Sun May 28 00:00:00 EEST 1995, qJEkIp, 2.826, 
47-5171, Mon Mar 11 00:00:00 EET 1991, NYMRGG, 2.8443, 
56-2952, Mon Mar 25 00:00:00 EET 1991, ErWtot, 2.8648, 
82-8059, Sat Feb 19 00:00:00 EET 1994, HSOdHJ, 2.8701, 
85-4452, Mon Jan 23 00:00:00 EET 2006, VVwTDP, 2.8709, 
49-2936, Mon Aug 02 00:00:00 EEST 1993, XZhlBK, 2.8813, 
50-5765, Sat Feb 11 00:00:00 EET 1995, SqdYeq, 2.8915, 
57-0971, Mon Sep 11 00:00:00 EEST 1995, RxqxIi, 2.8927, 
67-3991, Mon Feb 22 00:00:00 EET 2010, rhLrVm, 2.8949, 
95-2167, Fri Dec 01 00:00:00 EET 2006, VXmnSF, 2.9083, 
62-5355, Thu Apr 02 00:00:00 EET 1992, puACUv, 2.9092, 
79-6076, Thu Apr 08 00:00:00 EET 2004, ByoBzA, 2.9149, 
90-9801, Sat Nov 27 00:00:00 EET 2004, QhTrSY, 2.9287, 
80-1002, Fri May 22 00:00:00 EET 2020, DmJiuE, 2.9293, 
51-1897, Thu Apr 25 00:00:00 EET 2013, YHGGvN, 2.9408, 
88-3046, Thu Nov 21 00:00:00 EET 2013, rKpQHA, 2.9409, 
43-7997, Fri Sep 13 00:00:00 EEST 1996, vbYKFp, 2.9449, 
89-0686, Fri Nov 13 00:00:00 EET 2015, xgUABr, 2.9524, 
55-8625, Sat Jul 31 00:00:00 EEST 2004, VSPJOR, 2.9804, 
93-8408, Fri Oct 28 00:00:00 EET 1994, CRULSV, 2.9822, 
44-3237, Thu Mar 18 00:00:00 EET 1993, kdFWAY, 2.9849, 
45-2211, Fri Nov 01 00:00:00 EET 1991, vHTIdm, 2.9921, 
86-2516, Mon Aug 09 00:00:00 EEST 2004, NwFtyk, 3.0024, 
60-4741, Sat Dec 20 00:00:00 EET 2014, ERQqJQ, 3.0252, 
69-8887, Sat Jan 25 00:00:00 EET 2014, sNFBZm, 3.0282, 
70-6829, Tue Jul 08 00:00:00 EEST 2008, UIjyJQ, 3.0371, 
93-7887, Sat Nov 22 00:00:00 EET 1997, elYpMk, 3.0554, 
59-5684, Thu Feb 06 00:00:00 EET 2014, uWRaAJ, 3.0847, 
80-2971, Fri Nov 09 00:00:00 EET 2001, YBriev, 3.0853, 
73-3718, Wed Nov 30 00:00:00 EET 2016, lYLvgo, 3.0867, 
81-1044, Sun Dec 06 00:00:00 EET 2020, ylyfnr, 3.0955, 
77-3917, Tue Apr 08 00:00:00 EET 2008, pKwqqU, 3.1022, 
87-8879, Thu Nov 03 00:00:00 EET 2016, dkXCwg, 3.1076, 
77-0896, Mon May 06 00:00:00 EET 2013, shHehG, 3.1228, 
71-8311, Fri Feb 06 00:00:00 EET 1998, fkHvEy, 3.1285, 
44-1964, Sun Nov 26 00:00:00 EET 1995, BlEDLm, 3.1317, 
62-1285, Sun Apr 01 00:00:00 EET 2001, uMoQzK, 3.1357, 
79-6073, Tue Oct 07 00:00:00 EET 2014, ngYpCI, 3.1397, 
74-9644, Thu Jul 03 00:00:00 EEST 2008, JKJBsG, 3.1855, 
88-9299, Sat Oct 01 00:00:00 EET 2016, PzzGiM, 3.1895, 
61-5699, Fri Nov 27 00:00:00 EET 2020, aPKeCJ, 3.1911, 
63-3985, Tue May 16 00:00:00 EEST 1995, iQrcnv, 3.1964, 
66-9895, Tue Mar 27 00:00:00 EET 2007, wiTgTq, 3.2034, 
63-9026, Tue Oct 06 00:00:00 EET 2009, hzfUCu, 3.2288, 
57-8221, Tue Jan 22 00:00:00 EET 1991, NOktxA, 3.238, 
64-7319, Fri Nov 02 00:00:00 EET 1990, WVckKE, 3.2427, 
53-4693, Thu Mar 08 00:00:00 EET 2001, IHlqco, 3.2503, 
74-3232, Sat Aug 15 00:00:00 EET 2015, XOrCDG, 3.2764, 
48-8972, Sun Sep 02 00:00:00 EET 2018, CotWqr, 3.2834, 
63-3823, Wed Sep 27 00:00:00 EET 2017, fCzaBD, 3.2848, 
76-1833, Thu Dec 10 00:00:00 EET 1998, DzvgWK, 3.2993, 
92-5051, Mon Jan 20 00:00:00 EET 2014, EnBJgY, 3.3161, 
85-0260, Sat Jan 14 00:00:00 EET 2006, Pgychd, 3.3212, 
49-0075, Thu Oct 29 00:00:00 EET 2020, NLiOFr, 3.3583, 
94-5108, Tue Nov 04 00:00:00 EET 1997, HdgsZr, 3.3624, 
91-0994, Fri Oct 09 00:00:00 EET 1998, xencnK, 3.3906, 
88-4994, Mon May 29 00:00:00 EEST 2006, drYxKs, 3.3925, 
96-1106, Sat Jan 21 00:00:00 EET 2006, Bmjoyg, 3.3956, 
56-1860, Thu Apr 18 00:00:00 EET 2019, OKUysn, 3.4011, 
68-8566, Thu Sep 07 00:00:00 EEST 2006, aqyFFO, 3.4102, 
80-1168, Wed Feb 14 00:00:00 EET 2018, AeLPsT, 3.4243, 
71-5128, Fri Jul 17 00:00:00 EET 2015, wUBtJd, 3.4377, 
53-4507, Sat Jul 09 00:00:00 EET 2011, DxPVZg, 3.4591, 
49-9532, Sun Mar 02 00:00:00 EET 2003, nAMXEq, 3.4783, 
64-5251, Thu Nov 13 00:00:00 EET 2008, DmMFRG, 3.4785, 
99-5068, Tue Nov 12 00:00:00 EET 1996, utEPpt, 3.5301, 
96-8318, Wed Jan 26 00:00:00 EET 2000, rNKdXt, 3.535, 
83-3521, Thu Jul 09 00:00:00 EEST 2009, VuIApf, 3.5363, 
60-6220, Thu Nov 14 00:00:00 EET 1996, eHBNiv, 3.539, 
52-2557, Fri May 21 00:00:00 EEST 2004, YySRTW, 3.5406, 
57-5529, Fri May 29 00:00:00 EET 2015, VcalBd, 3.5531, 
85-8449, Wed Sep 04 00:00:00 EET 2019, FgvdVA, 3.5535, 
56-7675, Sun Apr 18 00:00:00 EET 2010, waDNzB, 3.558, 
66-1757, Thu Dec 28 00:00:00 EET 1995, eIkoRe, 3.5626, 
89-3533, Tue Dec 21 00:00:00 EET 2004, DPQFip, 3.5634, 
72-2993, Wed Mar 11 00:00:00 EET 1998, FyhonX, 3.5699, 
52-3166, Thu Feb 13 00:00:00 EET 1997, IoKzfQ, 3.5707, 
56-5936, Thu Mar 22 00:00:00 EET 1990, RtdNKK, 3.5714, 
82-6720, Mon May 15 00:00:00 EEST 2006, oNQQlH, 3.5725, 
82-3527, Wed Aug 22 00:00:00 EEST 2001, IqHSDV, 3.5789, 
79-8006, Wed Aug 08 00:00:00 EET 2012, pigwsD, 3.5913, 
61-3024, Sat Nov 10 00:00:00 EET 2012, zHCRQJ, 3.5981, 
55-0899, Mon Aug 15 00:00:00 EET 2011, yRuEhN, 3.599, 
94-6272, Mon Oct 29 00:00:00 EET 2018, LYTDLP, 3.6072, 
76-2870, Thu Apr 08 00:00:00 EET 1999, RKysPm, 3.6161, 
48-9841, Sun May 31 00:00:00 EET 2015, LijGyu, 3.6213, 
87-3848, Tue Nov 07 00:00:00 EET 2006, qCJuuc, 3.6385, 
70-4770, Tue Sep 01 00:00:00 EET 2015, NYWfJl, 3.6394, 
79-3966, Wed Mar 10 00:00:00 EET 1999, dlyqeO, 3.6578, 
63-3910, Sun Apr 29 00:00:00 EET 2018, yvbDat, 3.6583, 
89-9219, Sat May 09 00:00:00 EET 2015, fZlitL, 3.663, 
51-8439, Sun Jul 28 00:00:00 EEST 1991, BVgBSd, 3.6785, 
90-8416, Wed Apr 25 00:00:00 EET 2012, CVXmnq, 3.6949, 
57-9741, Tue Aug 02 00:00:00 EET 2011, gmLewx, 3.697, 
99-9969, Sat Apr 30 00:00:00 EET 2016, yPjYoc, 3.7164, 
55-2622, Mon Nov 01 00:00:00 EET 2004, xPbJXn, 3.7232, 
54-4722, Sat Jul 13 00:00:00 EET 2013, DVcBum, 3.7285, 
67-4088, Sat Nov 05 00:00:00 EET 2005, IlwWRf, 3.7441, 
97-3182, Sat Mar 31 00:00:00 EET 1990, JczUmN, 3.7473, 
94-8067, Thu Aug 14 00:00:00 EEST 2008, hxQBBv, 3.7782, 
94-5019, Tue Jul 08 00:00:00 EEST 1997, kGPblq, 3.7833, 
56-5578, Thu Jun 01 00:00:00 EEST 2000, QZEDRy, 3.7955, 
61-6959, Mon Dec 04 00:00:00 EET 2017, ktdEKk, 3.7988, 
86-8256, Tue May 10 00:00:00 EET 2011, LVICRi, 3.8002, 
88-4995, Wed Dec 04 00:00:00 EET 2013, rGjyCd, 3.8144, 
56-2239, Fri May 13 00:00:00 EEST 2005, OfgCOy, 3.8158, 
70-7558, Sun Jan 19 00:00:00 EET 2003, ARNOYh, 3.8339, 
57-5380, Mon Mar 02 00:00:00 EET 1998, XDQgiA, 3.8365, 
98-3312, Sat May 25 00:00:00 EEST 1991, dexySL, 3.8676, 
49-6019, Mon Dec 10 00:00:00 EET 2018, CQDKkp, 3.8712, 
90-1786, Fri Dec 13 00:00:00 EET 1991, zbQfzf, 3.8875, 
71-3690, Sat Sep 23 00:00:00 EEST 2000, EFmUro, 3.8925, 
97-9474, Tue May 10 00:00:00 EET 2011, HCKXHz, 3.8932, 
80-7469, Wed Dec 13 00:00:00 EET 2000, qsxZGL, 3.9003, 
90-5765, Fri Aug 31 00:00:00 EET 2018, gyAXkR, 3.9004, 
